Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ED-020 Pinckneyville A ICP 1 - 0,76,179,5
ED-102 Pucketts B ICP 1 - 0,231,86,19
ED-102 Pucketts B ICP2 - 0,179,66,15
ED-024 Sugar Hill A ICP 1 - 0,298,133,22
ED-024 Sugar Hill A ICP2 - 0,305,127,17
ED-071 Lawrenceville F ICP2 - 0,112,240,14
ED-071 Lawrenceville F ICP 1 - 0,48,86,6
ED-088 Rockbridge E ICP2 - 0,78,205,9
ED-088 Rockbridge E ICP 1 - 0,114,272,18
ED-009 Pucketts A ICP2 - 0,340,140,28
ED-009 Pucketts A ICP 1 - 0,272,95,21
ED-067 Pucketts E ICP 1 - 0,154,111,5
ED-067 Pucketts E ICP2 - 0,325,253,20
ED-050 Pinckneyville I ICP 1 - 0,55,152,5
ED-050 Pinckneyville I ICP2 - 0,25,62,6
ED-114 Pinckneyville W ICP2 - 0,235,179,15
ED-114 Pinckneyville W ICP 1 - 0,141,151,15
AV-Bogan Park ICP 2B 79-156 - 0,1567,1167,78
ED-087 Pinckneyville S ICP 1 - 0,118,200,16
ED-087 Pinckneyville S ICP2 - 0,114,138,11
ED-108 Baycreek E ICP2 - 0,140,199,13
ED-108 Baycreek E ICP 1 - 0,136,193,15
ED-070 Goodwins B ICP2 - 0,247,151,26
ED-070 Goodwins B ICP 1 - 0,260,171,26
AV-Bogan Park ICP 1B 79-156 - 0,2000,1505,100
ED-025 Sugar Hill B ICP 1 - 0,480,278,39
ED-025 Sugar Hill B ICP2 - 0,366,193,36
ED-055 Sugar Hill D ICP 1 - 0,161,64,11
ED-055 Sugar Hill D ICP2 - 0,369,169,38
ED-089 Sugar Hill E ICP 1 - 0,191,101,18
ICC-Absentee By Mail 7 - 232,2,6,1
ED-089 Sugar Hill E ICP2 - 0,270,121,15
ED-105 Sugar Hill F ICP 1 - 0,301,202,39
ED-105 Sugar Hill F ICP2 - 0,276,120,20
ED-054 Sugar Hill C ICP 1 - 0,365,146,21
ED-054 Sugar Hill C ICP2 - 0,547,199,43
ED-141 Sugar Hill G ICP2 - 0,138,32,10
ICC-Absentee By Mail 5 - 17,3,10,0
ED-141 Sugar Hill G ICP 1 - 0,292,95,20
ED-106 Suwanee C ICP 1 - 0,215,172,15
ED-044 Rockbridge B ICP2 - 0,105,201,13
ED-044 Rockbridge B ICP 1 - 0,88,179,12
ED-036 Cates E ICP2 - 0,100,59,6
ED-036 Cates E ICP 1 - 0,302,169,17
ED-037 Pinckneyville E ICP 1 - 0,112,235,15
ED-063 Pinckneyville M ICP2 - 0,231,66,6
ED-063 Pinckneyville M ICP 1 - 0,281,96,21
ED-124 Goodwins G ICP2 - 0,104,164,6
ED-124 Goodwins G ICP 1 - 0,113,157,5
ED-095 Duluth F ICP2 - 0,140,337,18
ED-095 Duluth F ICP 1 - 0,38,152,5
ED-017 Martins A ICP 1 - 0,15,30,2
ED-017 Martins A ICP2 - 0,163,314,19
ED-019 Martins C ICP2 - 0,182,205,15
ED-019 Martins C ICP 1 - 0,81,106,5
ED-081 Cates L ICP2 - 0,112,146,11
ED-081 Cates L ICP 1 - 0,172,225,10
ED-005 Baycreek A ICP2 - 0,234,134,17
ED-005 Baycreek A ICP 1 - 0,203,127,19
ED-103 Berkshire L ICP2 - 0,98,146,11
ED-103 Berkshire L ICP 1 - 0,96,166,8
ED-106 Suwanee C ICP2 - 0,279,190,32
ED-058 Pinckneyville K ICP 1 - 0,52,92,3
ED-117 Martins J ICP2 - 0,114,284,11
ED-058 Pinckneyville K ICP2 - 0,112,217,14
ED-117 Martins J ICP 1 - 0,60,151,7
ED-148 Berkshire Q ICP 1 - 0,231,157,15
ED-048 Duluth B ICP 1 - 0,335,205,31
ED-131 Suwanee E ICP 1 - 0,346,147,20
ED-131 Suwanee E ICP2 - 0,177,79,14
ED-004 Suwanee A ICP2 - 0,19,8,0
ED-023 Pinckneyville D ICP2 - 0,49,103,7
ED-004 Suwanee A ICP 1 - 0,165,149,11
ED-023 Pinckneyville D ICP 1 - 0,45,96,6
ED-086 Martins F ICP 1 - 0,82,137,9
ED-086 Martins F ICP2 - 0,60,117,0
ED-074 Pinckneyville Q ICP 1 - 0,81,247,9
ED-123 Pinckneyville Y ICP 1 - 0,88,156,8
ED-123 Pinckneyville Y ICP2 - 0,43,130,5
ED-021 Pinckneyville B ICP 1 - 0,143,282,21
ED-047 Cates G ICP2 - 0,208,138,11
ED-047 Cates G ICP 1 - 0,213,133,10
ED-104 Rockbridge F ICP 1 - 0,57,258,6
ED-104 Rockbridge F ICP2 - 0,56,253,10
ED-030 Cates C ICP 1 - 0,126,166,12
ED-030 Cates C ICP2 - 0,92,101,4
ED-061 Lawrenceville E ICP2 - 0,125,79,7
ED-022 Pinckneyville C ICP 1 - 0,357,212,22
ED-061 Lawrenceville E ICP 1 - 0,115,91,6
ED-138 Duluth I ICP2 - 0,202,122,11
ED-098 Goodwins F ICP 1 - 0,144,122,13
ED-098 Goodwins F ICP2 - 0,171,125,11
ED-138 Duluth I ICP 1 - 0,319,155,18
ED-101 Pinckneyville U ICP 1 - 0,260,256,15
ED-012 Berkshire B ICP2 - 0,112,210,6
AV-George Pierce Park ICP 2A 1-78 - 0,1183,1082,64
ED-012 Berkshire B ICP 1 - 0,96,194,12
ED-028 Rockycreek A ICP2 - 0,444,263,32
ED-125 Pinckneyville Z ICP 1 - 0,414,151,25
ED-028 Rockycreek A ICP 1 - 0,239,134,23
ED-014 Garners A ICP2 - 0,194,149,16
ED-014 Garners A ICP 1 - 0,183,115,11
ED-038 Pinckneyville F ICP2 - 0,125,241,7
ED-038 Pinckneyville F ICP 1 - 0,33,68,0
ED-115 Martins H ICP2 - 0,192,236,14
ED-115 Martins H ICP 1 - 0,188,237,14
ED-062 Pinckneyville L ICP2 - 0,253,100,13
ED-062 Pinckneyville L ICP 1 - 0,208,67,15
ED-126 Pinckneyville A1 ICP2 - 0,300,113,17
ED-040 Pinckneyville H ICP2 - 0,296,225,22
ED-126 Pinckneyville A1 ICP 1 - 0,179,70,8
ED-040 Pinckneyville H ICP 1 - 0,100,77,9
ED-053 Cates H ICP 1 - 0,119,253,5
ED-053 Cates H ICP2 - 0,73,131,8
ED-076 Rockbridge D ICP 1 - 0,67,165,5
ED-076 Rockbridge D ICP2 - 0,74,156,5
ED-008 Duncans A ICP2 - 0,283,103,17
ED-008 Duncans A ICP 1 - 0,336,126,17
ED-122 Rockbridge G ICP 1 - 0,102,293,17
ED-122 Rockbridge G ICP2 - 0,84,255,17
ED-041 Baycreek B ICP 1 - 0,217,308,19
ED-041 Baycreek B ICP2 - 0,248,344,17
ED-006 Goodwins A ICP 1 - 0,182,198,17
ED-006 Goodwins A ICP2 - 0,185,175,18
ED-128 Goodwins H ICP 1 - 0,188,157,18
ED-128 Goodwins H ICP2 - 0,138,110,9
ED-097 Goodwins E ICP2 - 0,258,202,21
ED-100 Suwanee B ICP 1 - 0,182,109,7
ED-097 Goodwins E ICP 1 - 0,287,241,28
ED-100 Suwanee B ICP2 - 0,177,113,14
ED-113 Pinckneyville V ICP 1 - 0,133,156,13
ED-066 Pinckneyville O ICP2 - 0,29,65,1
ED-039 Duncans D ICP2 - 0,442,187,24
ED-066 Pinckneyville O ICP 1 - 0,75,225,16
ED-051 Pinckneyville J ICP2 - 0,68,222,6
ED-065 Berkshire H ICP 1 - 0,127,155,10
ED-039 Duncans D ICP 1 - 0,443,197,37
ED-059 Pinckneyville N ICP2 - 0,53,171,8
ED-073 Pinckneyville P ICP2 - 0,191,187,18
ED-059 Pinckneyville N ICP 1 - 0,99,262,11
ED-010 Cates A ICP 1 - 0,152,67,16
ED-032 Berkshire D ICP 1 - 0,187,122,11
ED-075 Rockbridge C ICP2 - 0,91,207,9
ED-116 Martins I ICP 1 - 0,98,161,10
ED-010 Cates A ICP2 - 0,115,60,5
ED-116 Martins I ICP2 - 0,128,204,9
ED-075 Rockbridge C ICP 1 - 0,99,270,9
ED-032 Berkshire D ICP2 - 0,108,104,9
ED-049 Garners C ICP 1 - 0,199,193,16
ED-111 Duluth H ICP2 - 0,116,98,4
ED-094 Cates N ICP 1 - 0,85,44,9
ED-043 Martins D ICP 1 - 0,50,128,3
ED-094 Cates N ICP2 - 0,292,141,15
ED-043 Martins D ICP2 - 0,48,116,6
ED-142 Suwanee F ICP2 - 0,221,135,16
ED-111 Duluth H ICP 1 - 0,129,119,11
ED-142 Suwanee F ICP 1 - 0,202,148,12
ED-118 Garners F ICP 1 - 0,161,138,6
ED-140 Suwanee H ICP2 - 0,292,91,14
ED-035 Cates D ICP 1 - 0,196,209,19
ED-140 Suwanee H ICP 1 - 0,272,89,13
ED-035 Cates D ICP2 - 0,202,193,18
ED-130 Suwanee D ICP 1 - 0,355,145,28
ED-155 Suwanee G ICP 1 - 0,148,124,4
ED-046 Cates F ICP 1 - 0,289,172,14
ED-155 Suwanee G ICP2 - 0,295,242,27
ED-130 Suwanee D ICP2 - 0,373,142,15
ED-057 Duluth D ICP 1 - 0,165,169,22
ED-057 Duluth D ICP2 - 0,156,179,16
ED-085 Lawrenceville H ICP2 - 0,176,115,16
ED-083 Goodwins D ICP 1 - 0,265,220,16
ED-083 Goodwins D ICP2 - 0,221,212,18
ED-149 Goodwins I ICP2 - 0,210,142,11
ED-085 Lawrenceville H ICP 1 - 0,322,194,31
ED-072 Martins E ICP 1 - 0,118,506,20
ED-149 Goodwins I ICP 1 - 0,134,105,10
ED-007 Duluth A ICP2 - 0,230,187,19
ED-007 Duluth A ICP 1 - 0,226,197,15
ED-077 Goodwins C ICP2 - 0,123,168,5
ED-146 Baycreek H ICP2 - 0,448,412,33
ED-084 Lawrenceville G ICP2 - 0,121,165,7
ED-077 Goodwins C ICP 1 - 0,278,334,17
ED-084 Lawrenceville G ICP 1 - 0,102,174,15
ED-146 Baycreek H ICP 1 - 0,253,238,23
ED-011 Berkshire A ICP 1 - 0,86,113,9
ED-033 Berkshire E ICP 1 - 0,234,149,19
ED-011 Berkshire A ICP2 - 0,121,147,7
ED-090 Lawrenceville I ICP 1 - 0,92,109,9
ED-096 Duluth G ICP2 - 0,198,116,17
ED-096 Duluth G ICP 1 - 0,113,84,13
ED-090 Lawrenceville I ICP2 - 0,151,194,16
ED-082 Duluth E ICP 1 - 0,163,228,15
ED-056 Duluth C ICP 1 - 0,130,100,14
ED-056 Duluth C ICP2 - 0,74,69,6
ED-082 Duluth E ICP2 - 0,133,228,22
ED-016 Lawrenceville B ICP2 - 0,175,193,13
ED-132 Lawrenceville K ICP 1 - 0,167,114,5
ED-026 Hog Mountain A ICP 1 - 0,226,246,20
ED-134 Baycreek F ICP2 - 0,277,350,13
ED-132 Lawrenceville K ICP2 - 0,210,189,11
ED-016 Lawrenceville B ICP 1 - 0,158,217,8
ED-026 Hog Mountain A ICP2 - 0,227,248,16
ED-091 Baycreek D ICP 1 - 0,273,207,13
ED-134 Baycreek F ICP 1 - 0,144,178,5
ED-091 Baycreek D ICP2 - 0,275,210,14
ED-156 Baycreek J ICP 1 - 0,196,353,17
ED-002 Rockbridge A ICP2 - 0,76,198,9
ED-145 Baycreek G ICP 1 - 0,305,511,21
ED-156 Baycreek J ICP2 - 0,110,204,12
ED-002 Rockbridge A ICP 1 - 0,98,173,15
ED-145 Baycreek G ICP2 - 0,160,270,13
ED-120 Berkshire P ICP 1 - 0,121,132,7
ED-153 Lawrenceville N ICP2 - 0,114,106,8
ED-153 Lawrenceville N ICP 1 - 0,103,91,11
ED-136 Hog Mountain C ICP2 - 0,288,152,26
ED-147 Baycreek I ICP 1 - 0,265,264,13
ED-078 Baycreek K ICP 1 - 0,172,174,13
ED-143 Lawrenceville L ICP 1 - 0,137,166,6
ED-147 Baycreek I ICP2 - 0,212,218,13
ED-136 Hog Mountain C ICP 1 - 0,228,129,19
ED-078 Baycreek K ICP2 - 0,168,178,12
ED-143 Lawrenceville L ICP2 - 0,297,316,11
ED-060 Lawrenceville D ICP2 - 0,73,191,13
ED-060 Lawrenceville D ICP 1 - 0,102,190,7
ED-137 Rockycreek B ICP 1 - 0,295,164,15
ED-034 Berkshire F ICP 1 - 0,169,184,16
ED-127 Lawrenceville J ICP 1 - 0,50,69,5
ED-127 Lawrenceville J ICP2 - 0,128,178,11
ED-079 Cates K ICP 1 - 0,161,96,5
ED-034 Berkshire F ICP2 - 0,42,35,3
ED-079 Cates K ICP2 - 0,273,188,12
ED-137 Rockycreek B ICP2 - 0,273,191,23
ED-068 Cates I ICP 1 - 0,246,182,19
ED-042 Lawrenceville C ICP2 - 0,234,116,21
ED-068 Cates I ICP2 - 0,230,166,17
ED-013 Duncans C ICP 1 - 0,226,78,10
ED-042 Lawrenceville C ICP 1 - 0,154,93,15
ED-013 Duncans C ICP2 - 0,347,106,13
ED-152 Rockycreek C ICP 1 - 0,256,180,24
ED-029 Cates B ICP 1 - 0,254,135,12
ED-015 Lawrenceville A ICP2 - 0,130,137,6
ED-152 Rockycreek C ICP2 - 0,261,207,14
ED-015 Lawrenceville A ICP 1 - 0,178,175,9
ED-027 Hog Mountain B ICP2 - 0,279,187,20
ED-129 Duncans B ICP2 - 0,354,138,28
ED-099 Pinckneyville T ICP2 - 0,198,220,17
ED-003 Dacula ICP2 - 0,169,196,11
ED-003 Dacula ICP 1 - 0,186,148,6
ED-099 Pinckneyville T ICP 1 - 0,93,111,9
ED-027 Hog Mountain B ICP 1 - 0,292,170,20
ED-129 Duncans B ICP 1 - 0,624,235,38
ED-133 Harbins B ICP2 - 0,235,188,15
ED-150 Duluth K ICP2 - 0,21,31,2
ED-150 Duluth K ICP 1 - 0,54,166,7
ED-133 Harbins B ICP 1 - 0,157,103,10
ED-080 Baycreek C ICP 1 - 0,310,348,24
ED-154 Pucketts D ICP2 - 0,212,107,15
ED-107 Cates O ICP 1 - 0,270,121,14
ED-045 Garners B ICP 1 - 0,73,145,7
ED-045 Garners B ICP2 - 0,77,143,10
ED-154 Pucketts D ICP 1 - 0,172,74,12
ED-080 Baycreek C ICP2 - 0,268,332,16
ED-144 Lawrenceville M ICP2 - 0,173,396,15
ED-121 Pinckneyville X ICP 1 - 0,163,113,16
ED-135 Pucketts C ICP 1 - 0,231,102,11
ED-121 Pinckneyville X ICP2 - 0,166,109,19
ED-144 Lawrenceville M ICP 1 - 0,116,244,17
ED-135 Pucketts C ICP2 - 0,200,107,14
ED-151 Harbins C ICP 1 - 0,286,136,16
ED-110 Martins G ICP2 - 0,81,106,12
ED-069 Cates J ICP2 - 0,157,181,20
ED-110 Martins G ICP 1 - 0,96,143,9
ED-151 Harbins C ICP2 - 0,257,155,22
ED-112 Berkshire N ICP 1 - 0,113,106,9
ED-001 Harbins A ICP2 - 0,250,219,20
ED-069 Cates J ICP 1 - 0,181,157,17
ED-112 Berkshire N ICP2 - 0,111,111,12
ED-001 Harbins A ICP 1 - 0,364,338,25
ED-018 Martins B ICP 1 - 0,112,165,13
ED-139 Martins K ICP 1 - 0,106,191,9
ED-018 Martins B ICP2 - 0,110,194,10
ED-139 Martins K ICP2 - 0,248,396,20
ED-064 Garners D ICP2 - 0,21,64,1
ED-064 Garners D ICP 1 - 0,110,284,16
AV-Board of VR-Elections ICP 1B 79-156 - 0,2737,5752,139
AV-George Pierce Park ICP 2B 79-156 - 0,5147,3811,226
AV-Board of VR-Elections ICP 2B 79-156 - 0,2567,5681,119
ICC-Absentee By Mail 2 - 23,9,26,0
ICC-Absentee By Mail 7 - 233,14,25,0
ICC-Absentee By Mail 2 - 24,20,25,0
ICC-Absentee By Mail 5 - 18,4,6,0
ICC-Absentee By Mail 5 - 19,3,3,0
ICC-Absentee By Mail 2 - 25,8,16,0
ICC-Provisional 2 - 1,9,13,1
ICC-Absentee By Mail 2 - 26,16,21,1
ICC-Provisional 2 - 2,13,16,2
ICC-Provisional 2 - 3,10,31,0
ICC-Provisional 2 - 4,17,44,2
ICC-Absentee By Mail 7 - 234,3,5,0
ICC-Absentee By Mail 7 - 235,4,2,0
ICC-Provisional 2 - 5,6,12,1
ICC-Absentee By Mail 5 - 20,4,6,0
ICC-Absentee By Mail 5 - 21,2,4,0
ICC-Absentee By Mail 5 - 22,6,12,0
ICC-Provisional 2 - 6,5,15,0
ICC-Provisional 2 - 7,0,0,0
ICC-Absentee By Mail 5 - 23,0,1,0
